id,image_filename,image_path,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,split
51404,51404.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\51404.jpg,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Shirt,query
30756,30756.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\30756.jpg,Men,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Fabindia Men Green Kurta,query
5320,5320.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5320.jpg,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2011.0,Casual,Fila Men's Montello Grey Black Red Shoe,query
24589,24589.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\24589.jpg,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Vishudh Women Brown Printed Kurta,query
10220,10220.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\10220.jpg,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Murcia Women Mary Pink Handbags,query
18405,18405.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\18405.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Skechers Men USA Brown Shoe,query
9395,9395.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\9395.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Nike Lunareli +2 Black Sports Shoes,query
28157,28157.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\28157.jpg,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016.0,Casual,Ray-Ban Men Aviator Sunglasses,query
33427,33427.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\33427.jpg,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Modishx Enzyme Blue Sling Bag,query
34094,34094.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\34094.jpg,Girls,Apparel,Topwear,Tops,Lime Green,Summer,2012.0,Casual,Doodle Girls Printed Lime Green Top,query
19900,19900.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\19900.jpg,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Lotto Men Hermes Black Sandal,query
23179,23179.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\23179.jpg,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Mark Taylor Men Yellow Printed T-shirt,query
41460,41460.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\41460.jpg,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Lee Cooper Men Black & Beige Sandals,query
4642,4642.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\4642.jpg,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Women Adi Monter Low White Green Shoe,query
45174,45174.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\45174.jpg,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Men Black Dial Analogue Watch A582,query
49633,49633.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\49633.jpg,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Mineral Coral Dress,query
14550,14550.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\14550.jpg,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,Vishudh Women Floral Print White Kurta,query
34098,34098.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\34098.jpg,Boys,Apparel,Topwear,Shirts,Multi,Summer,2012.0,Casual,Doodle Boys Check Multi Coloured Shirt,query
7784,7784.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\7784.jpg,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Proline Men Black Polo T-shirt,query
40634,40634.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\40634.jpg,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Span Women Red Kurta,query
44824,44824.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\44824.jpg,Men,Footwear,Sandal,Sandals,Tan,Winter,2013.0,Casual,Clarks Men Tan Brown Leather Sandals,query
39889,39889.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\39889.jpg,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Desma White Sports Shoes,query
2213,2213.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\2213.jpg,Men,Footwear,Sandal,Sandals,Brown,Fall,2010.0,Casual,Puma Men Brown Sandal,query
5777,5777.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5777.jpg,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,Jealous 21 Women Blue Floral Top,query
8643,8643.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\8643.jpg,Unisex,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Fastrack Unisex Bikers Green Sunglasses,query
27444,27444.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\27444.jpg,Women,Apparel,Topwear,Tshirts,Black,Fall,2015.0,Casual,Jockey Women Black T-shirt,query
36776,36776.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\36776.jpg,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch,query
38842,38842.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\38842.jpg,Women,Apparel,Dress,Dresses,Purple,Fall,2012.0,Casual,Latin Quarters Women Purple Dress,query
13680,13680.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\13680.jpg,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Athlos Sports Shoes,query
27228,27228.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\27228.jpg,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Kids Girl Printed Pink Dress,query
57276,57276.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\57276.jpg,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,French Connection Men Red Check Shirt,query
17850,17850.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\17850.jpg,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,Flying Machine Women Sequins Grey Top,query
12608,12608.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\12608.jpg,Women,Apparel,Topwear,Tops,Maroon,Fall,2011.0,Casual,Jealous 21 Women Printed Maroon Tops,query
35523,35523.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\35523.jpg,Girls,Footwear,Sandal,Sandals,Purple,Summer,2012.0,Casual,Enroute Teens Purple Sandals,query
45949,45949.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\45949.jpg,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tokyo Talkies Women White Top,query
50720,50720.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\50720.jpg,Girls,Apparel,Dress,Dresses,Orange,Summer,2012.0,Casual,Doodle Girls Orange Printed Dress,query
58694,58694.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\58694.jpg,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,ALayna Women Green Kurta,query
2615,2615.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\2615.jpg,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Black Bleed Blue T-shirt,query
33226,33226.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\33226.jpg,Women,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Sepia Women Navy Blue Dress,query
16037,16037.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\16037.jpg,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Highlander Men Check Green Shirt,query
6491,6491.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\6491.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes,query
4972,4972.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\4972.jpg,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Gini and Jony Boy's Kangaroo Green White Kidswear,query
45942,45942.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\45942.jpg,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Mumbai Slang Women Pink Top,query
7419,7419.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\7419.jpg,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women Deep Neck Sleeveless White Kurta,query
32234,32234.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\32234.jpg,Women,Apparel,Topwear,Kurtas,Grey,Summer,2012.0,Ethnic,Fabindia Women Printed Grey Kurta,query
13858,13858.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\13858.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirts,query
46557,46557.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\46557.jpg,Men,Accessories,Watches,Watches,Charcoal,Winter,2016.0,Smart Casual,Timex Expedition Men Black Dial Watch,query
5611,5611.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5611.jpg,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,ADIDAS Men Kendall Black Grey Floater,query
20604,20604.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\20604.jpg,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Baggit Women Umbrella Dum Brown Handbag,query
15508,15508.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\15508.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Cape Noble Brown Casual Shoes,query
43181,43181.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\43181.jpg,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Men Steel Dial Watch,query
8191,8191.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\8191.jpg,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,Locomotive Men Solid Poplin Lam Navy Blue Shirts,query
29756,29756.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\29756.jpg,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fossil Women Silver-Toned Dial Chronograph Watch ES2883,query
24988,24988.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\24988.jpg,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Pink Top,query
3227,3227.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\3227.jpg,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2010.0,Sports,Puma Men's Vesta Runner Grey Shoe,query
15197,15197.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\15197.jpg,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Arrow Sport Men Printed Purple Tshirts,query
51918,51918.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\51918.jpg,Women,Accessories,Bags,Handbags,Green,Summer,2016.0,Casual,Nyk Women Green Horado Handbag,query
5943,5943.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5943.jpg,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Locomotive Men Green Checked Shirt,query
20716,20716.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\20716.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Smart Casual,Red Tape Men Brown Leather Casual Shoes,query
4136,4136.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\4136.jpg,Women,Footwear,Shoes,Casual Shoes,Silver,Winter,2015.0,Casual,Skechers Women Silver White Blue Shoe,query
39711,39711.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\39711.jpg,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Original Men Black Dial Chronograph Watch ADH2641,query
38236,38236.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\38236.jpg,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Unisex Sunglasses,query
51939,51939.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\51939.jpg,Women,Accessories,Bags,Handbags,White,Summer,2016.0,Casual,Nyk Women White Handbag,query
38218,38218.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\38218.jpg,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Unisex Sunglasses,query
8701,8701.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\8701.jpg,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Women Basics Black Sunglasses,query
35554,35554.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\35554.jpg,Girls,Footwear,Sandal,Sandals,Pink,Summer,2012.0,Casual,Enroute Teens Pink Sandals,query
42598,42598.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\42598.jpg,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Blue Shirt,query
17164,17164.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\17164.jpg,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Blue Shirt,query
28999,28999.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\28999.jpg,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Status Quo Men Printed Red T-shirt,query
25661,25661.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\25661.jpg,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch NA2394SL02,query
15844,15844.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\15844.jpg,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Visudh Blue Printed Ethnic Kurta,query
19248,19248.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\19248.jpg,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Guess Women Mini Rock Candy Gold Watch,query
46549,46549.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\46549.jpg,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Smart Casual,Timex Expedition Men Silver Toned Analogue & Digital Watch,query
5429,5429.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5429.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Cruise Black Shoe,query
41798,41798.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\41798.jpg,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Remanika Women Printed Pink Dress,query
34564,34564.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\34564.jpg,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress,query
23298,23298.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\23298.jpg,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Lotto Men Sting II Black Sandal,query
31168,31168.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\31168.jpg,Girls,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Gini and Jony Girls White Dress,query
34012,34012.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\34012.jpg,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Palm Tree Girls Printed White Top,query
24789,24789.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\24789.jpg,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherite Brown Bag,query
48513,48513.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\48513.jpg,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,French Connection Women Black Top,query
39961,39961.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\39961.jpg,Men,Footwear,Sandal,Sandals,Brown,Spring,2013.0,Casual,GAS Men Brown Madly Sandals,query
22171,22171.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\22171.jpg,Men,Footwear,Sandal,Sandals,Brown,Fall,2012.0,Casual,Timberland Men Brown Sandals,query
39464,39464.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\39464.jpg,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Diva Women Multi Coloured Kurta,query
4342,4342.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\4342.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Fila Men's Phoenix Black White Shoe,query
15896,15896.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\15896.jpg,Girls,Footwear,Sandal,Sandals,Pink,Winter,2012.0,Casual,Warner Bros Kids Girls TW Love flops Pink Slippers,query
16137,16137.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\16137.jpg,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Tokyo Talkies Women Printed Pink Top,query
12518,12518.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\12518.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Casual Brown Casual Shoes,query
58668,58668.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\58668.jpg,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,ALayna Women Multi Coloured Kurta,query
47292,47292.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\47292.jpg,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Purple Handbag,query
5009,5009.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5009.jpg,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,Gini and Jony Girl's Pacey Blue Kidswear,query
28728,28728.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\28728.jpg,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women Printed White Kurta,query
8689,8689.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\8689.jpg,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Fastrack Women Basics Sunglasses P180BR1F,query
10698,10698.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\10698.jpg,Women,Accessories,Watches,Watches,Red,Winter,2016.0,Casual,Esprit Women Houston Red Ice Red Watch,query
11964,11964.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\11964.jpg,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Ganuchi Men Casual Black Slipper,query
30787,30787.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\30787.jpg,Men,Apparel,Topwear,Kurtas,Mustard,Summer,2012.0,Ethnic,Fabindia Men Mustard Kurta,query
18238,18238.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\18238.jpg,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Manchester United Men Printed White Tshirt,query
26917,26917.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\26917.jpg,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Jealous 21 Women Printed Purple Top,query
9118,9118.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\9118.jpg,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Puma Women Axis Silver Sports Shoes,query
31641,31641.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\31641.jpg,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Indigo Nation Men White Shirt,query
58542,58542.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\58542.jpg,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Miami Blues Men Sunglasses,query
28394,28394.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\28394.jpg,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Women Black Sunglasses,query
33846,33846.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\33846.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Future Cat Black Shoes,query
1636,1636.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\1636.jpg,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Nike Men Air Zoom Century Shoes,query
45577,45577.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\45577.jpg,Men,Footwear,Sandal,Sandals,Black,Summer,2010.0,Casual,Arrow Men Black Sandals,query
3504,3504.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\3504.jpg,Men,Footwear,Sandal,Sandals,Brown,Fall,2010.0,Casual,ADIDAS Men Spry Wine Black Sandal,query
28662,28662.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\28662.jpg,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Lunar Flow Black Casual Shoes,query
43625,43625.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\43625.jpg,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Vero Moda Women Black Printed Shift Dress,query
41589,41589.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\41589.jpg,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Basics Men Blue Shirt,query
33929,33929.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\33929.jpg,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Citizen Women White Dial Watch,query
57937,57937.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\57937.jpg,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2012.0,Casual,Clarks Men Navy Blue Casual Shoes,query
29134,29134.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\29134.jpg,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Vogue Women Black Sunglasses,query
40609,40609.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\40609.jpg,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Span Women Floral Printed Pink Kurta,query
26359,26359.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\26359.jpg,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Arrow Women Black Top,query
16483,16483.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\16483.jpg,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Locomotive Men Check Brown Shirt,query
18900,18900.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\18900.jpg,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Arrow Woman Igor Black Top,query
35931,35931.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\35931.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Salomon Men Exit 2 Aero Black Sports Shoes,query
41873,41873.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\41873.jpg,Men,Footwear,Sandal,Sandals,Brown,Summer,2016.0,Casual,Estd. 1977 Men Brown Sandals,query
37155,37155.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\37155.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Campbell Men Pack of 3 T-shirt,query
10109,10109.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\10109.jpg,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Women Denim Analogue Steel Watch,query
7208,7208.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\7208.jpg,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Jealous 21 Women's Flower Printed White Top,index
12691,12691.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\12691.jpg,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Nike Men Dual Fusion Grey Sports Shoes,index
5754,5754.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5754.jpg,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Reebok Men's World 10 White Shoe,index
32638,32638.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\32638.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Nike Men Epaulet UV Crew Blue T-shirt,index
52164,52164.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\52164.jpg,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Femella Women Purple Top,index
24927,24927.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\24927.jpg,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Light Pink Top,index
